Product URL,Product Name,Image URL,Discounted Price,Full Price,Description,Sizes,Rating,Review Count
https://in.puma.com/in/en/pd/softride-pro-echo-womens-slip-on-running-shoes/310891?swatch=02,Softride Pro Echo Women's Slip-On Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/310891/02/sv01/fnd/IND/fmt/png/Softride-Pro-Echo-Women's-Slip-On-Running-Shoes","₹3,599","₹5,999",,,,
https://in.puma.com/in/en/pd/razz-womens-running-shoes/310598?swatch=02,Razz Women's Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/310598/02/sv01/fnd/IND/fmt/png/Razz-Women's-Running-Shoes",N/A,"₹2,999",,,,
https://in.puma.com/in/en/pd/palermo-premium-leather-sneakers/406000?swatch=02,Palermo Premium Leather Sneakers,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/406000/02/sv01/fnd/IND/fmt/png/Palermo-Premium-Leather-Sneakers",N/A,"₹7,999",,,,
https://in.puma.com/in/en/pd/retaliate-3-womens-running-shoes/311235?swatch=17,Retaliate 3 Women's Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/311235/17/sv01/fnd/IND/fmt/png/Retaliate-3-Women's-Running-Shoes","₹3,899","₹6,499",,,,
https://in.puma.com/in/en/pd/voltaic-evo-womens-running-shoes/309720?swatch=01,Voltaic Evo Women's Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/309720/01/sv01/fnd/IND/fmt/png/Voltaic-Evo-Women's-Running-Shoes",N/A,"₹6,999",,,,
https://in.puma.com/in/en/pd/cassia-rose-womens-sneakers/393912?swatch=01,Cassia Rose Women's Sneakers,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/393912/01/sv01/fnd/IND/fmt/png/Cassia-Rose-Women's-Sneakers","₹5,199","₹7,999",,,,
https://in.puma.com/in/en/pd/adelina-glam-womens-ballerinas/397132?swatch=04,Adelina Glam Women's Ballerinas,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/397132/04/sv01/fnd/IND/fmt/png/Adelina-Glam-Women's-Ballerinas",N/A,"₹3,999",,,,
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=05,Palermo Sneakers,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/402692/05/sv01/fnd/IND/fmt/png/Palermo-Sneakers",N/A,"₹6,999",,,,
https://in.puma.com/in/en/pd/hyperglide-x-fusionlite-everyday-running-shoes/311813?swatch=02,Hyperglide X FusionLite Everyday Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/311813/02/sv01/fnd/IND/fmt/png/Hyperglide-X-FusionLite-Everyday-Running-Shoes","₹3,149","₹6,999",,,,
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=02,Palermo Sneakers,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/402692/02/sv01/fnd/IND/fmt/png/Palermo-Sneakers",N/A,"₹6,999",,,,
https://in.puma.com/in/en/pd/x-ray-2-square-retro-style-sneakers/402200?swatch=13,X-Ray 2 Square Retro Style Sneakers,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/402200/13/sv01/fnd/IND/fmt/png/X-Ray-2-Square-Retro-Style-Sneakers","₹3,999","₹7,999",,,,
https://in.puma.com/in/en/pd/skyrocket-lite-womens-running-shoes/312785?swatch=01,Skyrocket Lite Women's Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/312785/01/sv01/fnd/IND/fmt/png/Skyrocket-Lite-Women's-Running-Shoes","₹2,899","₹4,999",,,,
https://in.puma.com/in/en/pd/carina-slim-perf-womens-sneakers/395829?swatch=01,Carina Slim Perf Women's Sneakers,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/395829/01/sv01/fnd/IND/fmt/png/Carina-Slim-Perf-Women's-Sneakers","₹2,469","₹4,499",,,,
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=08,Palermo Sneakers,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/402692/08/sv01/fnd/IND/fmt/png/Palermo-Sneakers",N/A,"₹6,999",,,,
https://in.puma.com/in/en/pd/leadcat-womens-platform-slides/400340?swatch=01,Leadcat Women's Platform Slides,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/400340/01/sv01/fnd/IND/fmt/png/Leadcat-Women's-Platform-Slides",N/A,"₹3,999",,,,
https://in.puma.com/in/en/pd/x-ray-2-square-retro-style-sneakers/402200?swatch=07,X-Ray 2 Square Retro Style Sneakers,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/402200/07/sv01/fnd/IND/fmt/png/X-Ray-2-Square-Retro-Style-Sneakers","₹3,999","₹7,999",,,,
https://in.puma.com/in/en/pd/deviate-nitro-digitokyo-womens-running-shoes/312368?swatch=01,Deviate NITRO™ DIGITOKYO Women's Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/312368/01/sv01/fnd/IND/fmt/png/Deviate-NITRO™-DIGITOKYO-Women's-Running-Shoes",N/A,"₹15,999",,,,
https://in.puma.com/in/en/pd/deviate-nitro-elite-womens-trail-running-shoes/310468?swatch=03,Deviate NITRO™ Elite Women's Trail Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/310468/03/sv01/fnd/IND/fmt/png/Deviate-NITRO™-Elite-Women's-Trail-Running-Shoes",N/A,"₹20,999",,,,
https://in.puma.com/in/en/pd/deviate-nitro-elite-3-hyrox-womens-lightweight-running-shoes/312292?swatch=01,Deviate NITRO Elite 3 HYROX Women's Lightweight Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/312292/01/sv01/fnd/IND/fmt/png/Deviate-NITRO-Elite-3-HYROX-Women's-Lightweight-Running-Shoes",N/A,"₹19,999",,,,
https://in.puma.com/in/en/pd/propio-nitro-womens-running-shoes/311429?swatch=06,Propio NITRO™ Women's Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/311429/06/sv01/fnd/IND/fmt/png/Propio-NITRO™-Women's-Running-Shoes","₹8,799","₹10,999",,,,
https://in.puma.com/in/en/pd/magmax-nitro-womens-maximum-cushioning-running-shoes/310089?swatch=12,MagMax NITRO™ Women's Maximum Cushioning Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/310089/12/sv01/fnd/IND/fmt/png/MagMax-NITRO™-Women's-Maximum-Cushioning-Running-Shoes",N/A,"₹16,999",,,,
https://in.puma.com/in/en/pd/deviate-nitro-elite-3-digitokyo-womens-running-shoes/311918?swatch=01,Deviate NITRO™ Elite 3 DIGITOKYO Women's Running Shoes,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_300,h_300/global/311918/01/sv01/fnd/IND/fmt/png/Deviate-NITRO™-Elite-3-DIGITOKYO-Women's-Running-Shoes",N/A,"₹19,999",,,,
